mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,weight_scaled,acceleration_scaled,Age of Car
31.8,4,85.0,65.0,2020,19.2,79,3,-1.1237292580698304,1.3186697110607208,46
37.3,4,91.0,69.0,2130,14.7,79,2,-0.993671370909378,-0.3151853235361328,46
28.4,4,151.0,90.0,2670,16.0,79,1,-0.3552053793944298,0.1568172420140696,46
28.8,6,173.0,115.0,2595,11.3,79,1,-0.4438812115492837,-1.5496535718981994,46
26.8,6,173.0,115.0,2700,12.9,79,1,-0.3197350465324883,-0.9687273373748738,46
33.5,4,151.0,90.0,2556,13.2,79,1,-0.48999264426980776,-0.8598036684017507,46
41.5,4,98.0,76.0,2144,14.7,80,2,-0.9771185489071386,-0.3151853235361328,45
38.1,4,89.0,60.0,1968,18.8,80,3,-1.1852111683638624,1.1734381524298898,45
32.1,4,98.0,70.0,2120,15.5,80,1,-1.0054948151966918,-0.02472220627446969,45
37.2,4,86.0,65.0,2019,16.4,80,3,-1.1249116024985617,0.30204880064490053,45
28.0,4,151.0,90.0,2678,16.5,80,1,-0.3457466239645787,0.3383566903026089,45
26.4,4,140.0,88.0,2870,18.1,80,1,-0.11873649364815277,0.9192829248259351,45
24.3,4,151.0,90.0,3003,20.1,80,1,0.038515315373121486,1.6454407179800923,45
19.1,6,225.0,90.0,3381,18.7,80,1,0.48544150943358516,1.1371302627721815,45
34.3,4,97.0,78.0,2188,15.8,80,2,-0.9250953940429576,0.08420146269865414,45
29.8,4,134.0,90.0,2711,15.5,80,3,-0.30672925781644306,-0.02472220627446969,45
31.3,4,120.0,75.0,2542,17.5,80,3,-0.5065454662720471,0.7014355868796874,45
37.0,4,119.0,92.0,2434,15.0,80,3,-0.6342386645750367,-0.206261654563009,45
32.2,4,108.0,75.0,2265,15.2,80,3,-0.8340548730306409,-0.13364587524759353,45
46.6,4,86.0,65.0,2110,17.9,80,3,-1.0173182594840056,0.8466671455105184,45
27.9,4,156.0,105.0,2800,14.4,80,1,-0.20150060365934974,-0.424108992509256,45
40.8,4,85.0,65.0,2110,19.2,80,3,-1.0173182594840056,1.3186697110607208,45
44.3,4,90.0,48.0,2085,21.7,80,2,-1.0468768702022901,2.226366952503417,45
43.4,4,90.0,48.0,2335,23.7,80,2,-0.751290763019444,2.9525247456575743,45
36.4,5,121.0,67.0,2950,19.9,80,2,-0.024148939349641935,1.5728249386646755,45
30.0,4,146.0,67.0,3250,21.8,80,2,0.33055438926977365,2.2626748421611254,45
44.6,4,91.0,67.0,1850,13.8,80,3,-1.3247278109541658,-0.641956330455503,45
40.9,4,85.0,104.46938775510205,1835,17.3,80,2,-1.3424629773851366,0.628819807564272,45
33.8,4,97.0,67.0,2145,18.0,80,3,-0.9759362044784071,0.8829750351682267,45
29.8,4,89.0,62.0,1845,15.3,80,2,-1.3306395330978227,-0.09733798558988514,45
32.7,6,168.0,132.0,2910,11.4,80,3,-0.07144271649889734,-1.5133456822404916,45
23.7,3,70.0,100.0,2420,12.5,80,3,-0.6507914865772761,-1.1139588960057054,45
35.0,4,122.0,88.0,2500,15.1,80,2,-0.5562039322787653,-0.16995376490530126,45
23.6,4,140.0,104.46938775510205,2905,14.3,80,1,-0.07735443864255427,-0.4604168821669637,45
32.4,4,107.0,72.0,2290,17.0,80,3,-0.8044962623123563,0.5198961385911481,45
27.2,4,135.0,84.0,2490,15.7,81,1,-0.5680273765660792,0.04789357304094576,44
26.6,4,151.0,84.0,2635,16.4,81,1,-0.3965874344000283,0.30204880064490053,44
25.8,4,156.0,92.0,2620,14.4,81,1,-0.4143226008309991,-0.424108992509256,44
23.5,6,173.0,110.0,2725,12.6,81,1,-0.29017643581420366,-1.0776510063479976,44
30.0,4,135.0,84.0,2385,12.9,81,1,-0.6921735415828747,-0.9687273373748738,44
39.1,4,79.0,58.0,1755,16.9,81,3,-1.4370505316836475,0.48358824893343977,44
39.0,4,86.0,64.0,1875,16.4,81,1,-1.2951692002358812,0.30204880064490053,44
35.1,4,81.0,60.0,1760,16.1,81,3,-1.4311388095399904,0.19312513167177797,44
32.3,4,97.0,67.0,2065,17.8,81,3,-1.0705237587769179,0.8103592558528113,44
37.0,4,85.0,65.0,1975,19.4,81,3,-1.1769347573627427,1.3912854903761362,44
37.7,4,89.0,62.0,2050,17.3,81,3,-1.0882589252078887,0.628819807564272,44
34.1,4,91.0,68.0,1985,16.0,81,3,-1.1651113130754287,0.1568172420140696,44
34.7,4,105.0,63.0,2215,14.9,81,1,-0.8931720944672101,-0.2425695442207167,44
34.4,4,98.0,65.0,2045,16.2,81,1,-1.0941706473515456,0.22943302132948504,44
29.9,4,98.0,65.0,2380,20.7,81,1,-0.6980852637265316,1.8632880559263387,44
33.0,4,105.0,74.0,2190,14.2,81,2,-0.9227307051854948,-0.4967247718246721,44
34.5,4,100.0,104.46938775510205,2320,15.8,81,2,-0.7690259294504147,0.08420146269865414,44
33.7,4,107.0,75.0,2210,14.4,81,3,-0.8990838166108671,-0.424108992509256,44
32.4,4,108.0,75.0,2350,16.8,81,3,-0.7335555965884731,0.44728035927573273,44
32.9,4,119.0,100.0,2615,14.8,81,3,-0.420234322974656,-0.27887743387842445,44
31.6,4,120.0,74.0,2635,18.3,81,3,-0.3965874344000283,0.9918987041413506,44
28.1,4,141.0,80.0,3230,20.4,81,2,0.30690750069514594,1.7543643869532148,44
30.7,6,145.0,76.0,3160,19.6,81,2,0.22414339068394898,1.463901269691553,44
25.4,6,168.0,116.0,2900,12.6,81,3,-0.0832661607862112,-1.0776510063479976,44
24.2,6,146.0,120.0,2930,13.8,81,3,-0.047795827924269646,-0.641956330455503,44
22.4,6,231.0,110.0,3415,15.8,81,1,0.5256412200104522,0.08420146269865414,44
26.6,8,350.0,105.0,3725,19.0,81,1,0.8921679929171817,1.2460539317453052,44
20.2,6,200.0,88.0,3060,17.1,81,1,0.10590894781081045,0.5562040282488565,44
17.6,6,225.0,85.0,3465,16.6,81,1,0.5847584414470215,0.37466457996031727,44
28.0,4,112.0,88.0,2605,19.6,82,1,-0.43205776726196987,1.463901269691553,43
27.0,4,112.0,88.0,2640,18.6,82,1,-0.3906757122563714,1.1008223731144744,43
34.0,4,112.0,88.0,2395,18.0,82,1,-0.6803500972955608,0.8829750351682267,43
31.0,4,112.0,85.0,2575,16.2,82,1,-0.46752810012391144,0.22943302132948504,43
29.0,4,135.0,84.0,2525,16.0,82,1,-0.5266453215604807,0.1568172420140696,43
27.0,4,151.0,90.0,2735,18.0,82,1,-0.2783529915268898,0.8829750351682267,43
24.0,4,140.0,92.0,2865,16.4,82,1,-0.1246482157918097,0.30204880064490053,43
23.0,4,151.0,104.46938775510205,3035,20.5,82,1,0.07635033709252582,1.790672276610923,43
36.0,4,105.0,74.0,1980,15.3,82,2,-1.1710230352190858,-0.09733798558988514,43
37.0,4,91.0,68.0,2025,18.2,82,3,-1.1178175359261733,0.9555908144836421,43
31.0,4,91.0,68.0,1970,17.6,82,3,-1.1828464795063995,0.7377434765373958,43
38.0,4,105.0,63.0,2125,14.7,82,1,-0.9995830930530348,-0.3151853235361328,43
36.0,4,98.0,70.0,2125,17.3,82,1,-0.9995830930530348,0.628819807564272,43
36.0,4,120.0,88.0,2160,14.5,82,3,-0.9582010380474364,-0.3878011028515483,43
36.0,4,107.0,75.0,2205,14.5,82,3,-0.904995538754524,-0.3878011028515483,43
34.0,4,108.0,70.0,2245,16.9,82,3,-0.8577017616052686,0.48358824893343977,43
38.0,4,91.0,67.0,1965,15.0,82,3,-1.1887582016500564,-0.206261654563009,43
32.0,4,91.0,67.0,1965,15.7,82,3,-1.1887582016500564,0.04789357304094576,43
38.0,4,91.0,67.0,1995,16.2,82,3,-1.153287868788115,0.22943302132948504,43
25.0,6,181.0,110.0,2945,16.4,82,1,-0.030060661493298863,0.30204880064490053,43
38.0,6,262.0,85.0,3015,17.0,82,1,0.05270344851789811,0.5198961385911481,43
26.0,4,156.0,92.0,2585,14.5,82,1,-0.4557046558365976,-0.3878011028515483,43
22.0,6,232.0,112.0,2835,14.7,82,1,-0.16011854865375125,-0.3151853235361328,43
32.0,4,144.0,96.0,2665,13.9,82,3,-0.36111710153808674,-0.6056484407977952,43
36.0,4,135.0,84.0,2370,13.0,82,1,-0.7099087080138454,-0.9324194477171661,43
27.0,4,151.0,90.0,2950,17.3,82,1,-0.024148939349641935,0.628819807564272,43
27.0,4,140.0,86.0,2790,15.6,82,1,-0.2133240479466636,0.011585683383238038,43
44.0,4,97.0,52.0,2130,24.6,82,2,-0.993671370909378,3.279295752576946,43
32.0,4,135.0,84.0,2295,11.6,82,1,-0.7985845401686993,-1.4407299029250762,43
28.0,4,120.0,79.0,2625,18.6,82,1,-0.40841087868734216,1.1008223731144744,43
31.0,4,119.0,82.0,2720,19.4,82,1,-0.2960881579578606,1.3912854903761362,43
